age,sex,education,income,emp_exp,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,credit_score,previous_loan_defaults_on_file,home_ownership_MORTGAGE,home_ownership_OTHER,home_ownership_OWN,home_ownership_RENT,loan_intent_DEBTCONSOLIDATION,loan_intent_EDUCATION,loan_intent_HOMEIMPROVEMENT,loan_intent_MEDICAL,loan_intent_PERSONAL,loan_intent_VENTURE,loan_status
25.0,0,2,91086.0,1,7000.0,10.77,0.08,4.0,619,1,1,0,0,0,0,0,0,0,1,0,0
24.0,0,2,66836.0,1,15000.0,9.97,0.22,3.0,643,1,1,0,0,0,0,1,0,0,0,0,0
24.0,1,1,102926.0,1,7000.0,12.69,0.07,3.0,608,1,1,0,0,0,1,0,0,0,0,0,0
24.0,1,3,47694.0,0,1453.0,14.88,0.03,3.0,605,1,0,0,1,0,0,0,0,1,0,0,0
29.0,1,0,40665.0,11,10000.0,5.79,0.25,7.0,557,1,0,0,0,1,1,0,0,0,0,0,0
26.0,1,0,89626.0,1,1187.0,12.53,0.01,2.0,610,1,0,0,0,1,1,0,0,0,0,0,0
25.0,0,1,97196.0,3,20000.0,15.62,0.21,3.0,600,0,1,0,0,0,0,1,0,0,0,0,0
46.0,1,0,93448.0,21,13000.0,15.96,0.14,13.0,658,1,1,0,0,0,1,0,0,0,0,0,0
24.0,0,0,74290.0,1,11200.0,9.99,0.15,3.0,620,1,0,0,0,1,0,0,0,0,1,0,0
29.0,1,4,37244.0,4,5000.0,9.29,0.13,5.0,708,1,0,0,1,0,0,0,0,0,0,1,0
25.0,0,1,228856.0,3,24000.0,7.49,0.1,3.0,672,0,1,0,0,0,0,0,1,0,0,0,0
24.0,1,0,73224.0,0,7800.0,14.53,0.11,5.0,635,1,1,0,0,0,0,0,0,0,0,1,0
29.0,1,2,64009.0,7,25475.0,16.29,0.4,7.0,568,1,1,0,0,0,0,1,0,0,0,0,0
23.0,0,0,58395.0,2,4800.0,5.52,0.08,3.0,632,1,0,0,0,1,0,0,0,0,0,1,0
23.0,0,2,50131.0,3,3000.0,11.03,0.06,4.0,678,1,0,0,0,1,1,0,0,0,0,0,0
29.0,1,3,121063.0,6,15000.0,12.04,0.12,10.0,653,1,0,0,0,1,0,0,1,0,0,0,0
27.0,1,2,51605.0,4,7200.0,10.59,0.14,9.0,682,1,0,0,0,1,0,0,0,0,1,0,0
24.0,1,1,79211.0,4,5000.0,8.59,0.06,2.0,720,1,1,0,0,0,0,0,0,0,1,0,0
23.0,1,1,75470.0,3,4500.0,12.42,0.06,2.0,574,1,0,0,0,1,0,0,0,0,0,1,0
30.0,0,1,75789.0,5,15000.0,6.03,0.2,10.0,556,0,1,0,0,0,0,0,0,0,0,1,0
28.0,1,2,45631.0,7,5500.0,5.42,0.12,5.0,579,1,1,0,0,0,0,0,0,0,1,0,0
27.0,1,1,121113.0,4,12000.0,6.03,0.1,6.0,579,1,1,0,0,0,0,0,1,0,0,0,0
27.0,0,1,73372.0,0,14455.0,12.39,0.2,6.0,561,1,1,0,0,0,0,0,0,1,0,0,0
23.0,0,0,60531.0,0,8997.0,14.24,0.15,5.0,639,1,1,0,0,0,0,0,0,0,1,0,0
41.0,0,3,62230.0,17,14500.0,8.94,0.23,11.0,637,1,1,0,0,0,0,0,1,0,0,0,0
21.0,1,2,55504.0,0,10300.0,10.59,0.19,2.0,644,1,0,0,0,1,0,1,0,0,0,0,0
29.0,0,0,76648.0,3,6000.0,7.51,0.08,7.0,662,1,0,0,0,1,0,0,0,0,1,0,0
30.0,1,2,85018.0,7,12000.0,7.96,0.14,7.0,661,0,0,0,0,1,0,0,0,1,0,0,0
25.0,0,1,75615.0,1,8500.0,7.88,0.11,4.0,654,1,0,0,0,1,0,1,0,0,0,0,0
25.0,0,2,96961.0,1,11200.0,11.01,0.12,2.0,630,1,0,0,0,1,0,0,0,1,0,0,0
28.0,0,2,48561.0,9,5000.0,12.79,0.1,10.0,659,0,0,0,0,1,0,0,0,0,0,1,0
26.0,0,3,31045.0,1,3000.0,9.32,0.1,4.0,629,1,0,0,0,1,1,0,0,0,0,0,0
24.0,1,0,231335.0,0,22000.0,11.01,0.1,2.0,668,1,0,0,0,1,0,0,0,1,0,0,0
28.0,0,1,97275.0,5,22195.0,10.21,0.23,9.0,639,1,1,0,0,0,0,0,0,1,0,0,0
29.0,0,2,116361.0,4,15000.0,11.01,0.13,6.0,645,0,1,0,0,0,1,0,0,0,0,0,0
32.0,1,1,31810.0,9,3000.0,9.7,0.09,9.0,599,1,0,0,0,1,0,0,0,1,0,0,0
26.0,0,0,63541.0,4,7000.0,7.69,0.11,3.0,630,0,0,0,0,1,0,1,0,0,0,0,0
37.0,1,2,214629.0,15,7500.0,11.14,0.03,11.0,711,0,0,0,0,1,1,0,0,0,0,0,0
22.0,1,1,51172.0,0,2500.0,11.59,0.05,3.0,631,1,0,0,0,1,0,1,0,0,0,0,0
23.0,1,0,85100.0,4,12000.0,8.32,0.14,4.0,636,1,0,0,0,1,0,1,0,0,0,0,0
24.0,0,2,36298.0,2,2250.0,12.73,0.06,4.0,633,0,0,0,0,1,0,0,0,0,0,1,0
28.0,1,2,69363.0,3,12988.0,9.45,0.19,5.0,693,1,1,0,0,0,0,0,0,0,1,0,0
26.0,0,1,109246.0,4,7000.0,13.48,0.06,3.0,617,1,0,0,0,1,0,0,0,1,0,0,0
29.0,1,0,89379.0,7,8885.0,15.95,0.1,9.0,666,1,0,0,0,1,0,1,0,0,0,0,0
30.0,0,1,69501.0,7,6000.0,8.66,0.09,9.0,618,1,0,0,0,1,0,0,0,0,0,1,0
29.0,1,3,43038.0,1,5000.0,10.9,0.12,9.0,550,1,0,0,0,1,0,0,1,0,0,0,0
32.0,1,2,65951.0,10,5000.0,6.6,0.08,7.0,688,0,1,0,0,0,1,0,0,0,0,0,0
28.0,0,2,94540.0,7,12000.0,10.67,0.13,6.0,662,1,0,0,0,1,0,0,1,0,0,0,0
23.0,0,0,157061.0,2,25000.0,11.83,0.16,3.0,589,1,1,0,0,0,0,0,1,0,0,0,0
24.0,0,0,117305.0,0,6800.0,13.61,0.06,4.0,632,0,1,0,0,0,0,0,1,0,0,0,0
33.0,1,3,169229.0,12,9600.0,6.91,0.06,5.0,525,1,1,0,0,0,1,0,0,0,0,0,0
32.0,0,1,157031.0,10,16500.0,5.42,0.11,8.0,624,1,1,0,0,0,0,0,0,1,0,0,0
27.0,1,0,71582.0,6,4000.0,5.79,0.06,6.0,649,1,1,0,0,0,0,0,0,1,0,0,0
23.0,1,1,44055.0,1,5600.0,7.9,0.13,4.0,604,0,0,0,0,1,0,0,0,1,0,0,0
24.0,1,0,63410.0,1,4000.0,10.37,0.06,3.0,676,1,0,0,0,1,1,0,0,0,0,0,0
33.0,0,2,72896.0,12,5000.0,5.42,0.07,7.0,686,0,1,0,0,0,1,0,0,0,0,0,0
23.0,1,1,73214.0,0,2000.0,11.12,0.03,4.0,647,0,0,0,1,0,0,0,0,0,0,1,0
28.0,0,2,49018.0,5,5000.0,11.01,0.1,10.0,694,0,1,0,0,0,0,0,0,0,0,1,0
40.0,1,0,108894.0,15,2800.0,10.65,0.03,14.0,591,0,1,0,0,0,1,0,0,0,0,0,0
28.0,0,2,181080.0,9,3000.0,10.75,0.02,5.0,622,1,0,0,0,1,0,0,0,0,1,0,0
40.0,0,0,199157.0,16,8821.0,8.23,0.04,15.0,615,1,1,0,0,0,1,0,0,0,0,0,0
28.0,1,1,26777.0,6,4195.0,7.51,0.16,7.0,573,1,0,0,0,1,0,0,0,0,1,0,0
32.0,1,2,121855.0,9,20000.0,10.75,0.16,9.0,637,1,0,0,0,1,0,0,0,0,1,0,0
23.0,1,1,79348.0,2,3600.0,7.49,0.05,3.0,662,1,1,0,0,0,0,0,0,0,0,1,0
30.0,1,3,55273.0,7,8500.0,11.89,0.15,7.0,626,1,0,0,0,1,0,0,0,1,0,0,0
29.0,1,1,312553.0,7,20000.0,10.37,0.06,6.0,553,0,1,0,0,0,0,0,1,0,0,0,0
32.0,1,0,84951.0,12,18000.0,11.49,0.21,8.0,651,1,1,0,0,0,0,0,0,0,1,0,0
22.0,1,0,75624.0,2,12500.0,7.29,0.17,2.0,566,1,0,0,0,1,0,0,0,1,0,0,0
28.0,0,0,138750.0,6,17630.0,8.85,0.13,4.0,532,0,1,0,0,0,1,0,0,0,0,0,0
22.0,0,3,77217.0,0,10000.0,6.03,0.13,3.0,656,1,1,0,0,0,1,0,0,0,0,0,0
29.0,1,1,150946.0,4,3000.0,10.69,0.02,6.0,597,1,0,0,0,1,0,1,0,0,0,0,0
53.0,0,1,115026.0,31,6000.0,5.42,0.05,30.0,609,1,0,0,1,0,0,0,0,0,1,0,0
22.0,0,0,68975.0,0,6500.0,10.65,0.09,2.0,608,1,1,0,0,0,0,0,0,1,0,0,0
22.0,1,3,87248.0,0,13000.0,11.01,0.15,3.0,583,0,1,0,0,0,0,1,0,0,0,0,0
21.0,0,1,77900.0,0,10000.0,7.66,0.13,3.0,689,1,0,0,1,0,0,0,0,1,0,0,0
23.0,1,0,52675.0,0,2000.0,14.35,0.04,4.0,640,0,0,0,1,0,0,1,0,0,0,0,0
25.0,0,1,97571.0,0,12500.0,9.38,0.13,2.0,603,0,0,0,0,1,0,0,0,0,0,1,0
32.0,0,1,70364.0,7,15000.0,11.23,0.21,8.0,588,1,1,0,0,0,0,0,0,1,0,0,0
24.0,0,0,90706.0,3,7000.0,11.99,0.08,3.0,469,1,1,0,0,0,0,1,0,0,0,0,0
27.0,0,2,90931.0,0,15000.0,8.69,0.16,9.0,506,1,0,0,0,1,0,0,0,0,0,1,0
23.0,1,0,141257.0,1,11001.0,6.93,0.08,5.0,597,1,1,0,0,0,0,0,0,0,1,0,0
32.0,1,2,104809.0,11,12000.0,11.71,0.11,9.0,553,1,0,0,0,1,0,0,1,0,0,0,0
22.0,0,2,85497.0,0,14075.0,14.74,0.16,4.0,623,0,1,0,0,0,0,1,0,0,0,0,0
24.0,1,1,246880.0,4,10000.0,9.63,0.04,4.0,647,0,1,0,0,0,1,0,0,0,0,0,0
29.0,1,3,77854.0,7,4900.0,11.01,0.06,10.0,697,1,0,0,0,1,0,0,0,0,1,0,0
35.0,0,0,73094.0,16,25000.0,12.73,0.34,8.0,629,1,1,0,0,0,1,0,0,0,0,0,0
30.0,0,0,61109.0,8,12000.0,8.45,0.2,6.0,570,1,0,0,0,1,0,0,0,0,0,1,0
33.0,1,4,82752.0,12,18000.0,7.9,0.22,10.0,694,0,1,0,0,0,0,0,0,0,1,0,0
26.0,0,1,42681.0,2,2000.0,10.46,0.05,3.0,647,0,0,0,0,1,0,0,0,0,0,1,0
27.0,1,1,64266.0,5,4000.0,17.39,0.06,7.0,658,1,0,0,0,1,0,0,0,0,0,1,0
69.0,1,2,45454.0,49,10750.0,14.59,0.24,27.0,770,1,0,0,0,1,0,0,0,1,0,0,0
31.0,0,3,96863.0,9,6000.0,7.4,0.06,9.0,660,1,1,0,0,0,0,0,0,0,1,0,0
24.0,0,0,56579.0,5,6000.0,10.59,0.11,4.0,677,1,0,0,0,1,1,0,0,0,0,0,0
22.0,1,3,106494.0,2,15000.0,11.83,0.14,4.0,663,0,1,0,0,0,0,0,0,0,0,1,0
30.0,1,1,43997.0,9,15000.0,11.83,0.34,5.0,606,1,1,0,0,0,0,0,0,1,0,0,0
39.0,0,2,33560.0,16,4800.0,8.59,0.14,17.0,666,1,1,0,0,0,0,0,1,0,0,0,0
29.0,1,3,70793.0,6,5600.0,10.37,0.08,6.0,638,1,0,0,0,1,0,0,0,1,0,0,0
28.0,1,3,102834.0,5,9000.0,11.01,0.09,7.0,661,1,0,0,0,1,0,0,0,0,0,1,0
33.0,1,0,109021.0,13,4200.0,8.94,0.04,6.0,487,1,1,0,0,0,0,1,0,0,0,0,0
24.0,1,2,50941.0,4,10000.0,8.94,0.2,2.0,625,1,1,0,0,0,0,0,1,0,0,0,0
32.0,1,0,102945.0,8,6000.0,12.43,0.06,7.0,610,1,1,0,0,0,1,0,0,0,0,0,0
27.0,1,1,108839.0,5,10000.0,10.0,0.09,5.0,477,1,0,0,0,1,0,1,0,0,0,0,0
23.0,1,0,98628.0,0,11000.0,11.01,0.11,3.0,553,1,0,0,0,1,0,0,0,0,1,0,0
23.0,0,2,97332.0,0,6978.0,8.01,0.07,3.0,708,0,0,0,0,1,0,1,0,0,0,0,0
24.0,1,0,44243.0,0,4000.0,13.06,0.09,3.0,691,0,0,0,1,0,0,0,0,0,0,1,0
24.0,1,0,60666.0,0,5000.0,10.0,0.08,4.0,600,1,1,0,0,0,1,0,0,0,0,0,0
22.0,1,2,57684.0,0,8800.0,7.49,0.15,4.0,668,0,0,0,0,1,0,1,0,0,0,0,0
33.0,0,1,144957.0,11,4500.0,5.99,0.03,5.0,704,1,1,0,0,0,0,0,0,1,0,0,0
34.0,1,2,167096.0,14,25000.0,14.59,0.15,8.0,546,1,1,0,0,0,0,0,0,0,1,0,0
23.0,1,2,76498.0,1,10000.0,10.59,0.13,2.0,580,1,1,0,0,0,0,0,0,0,1,0,0
23.0,1,0,87486.0,1,5000.0,12.53,0.06,3.0,682,1,1,0,0,0,0,1,0,0,0,0,0
26.0,1,1,22590.0,6,1800.0,13.8,0.08,3.0,662,1,0,0,0,1,0,0,0,0,0,1,0
28.0,1,2,54689.0,5,4000.0,11.01,0.07,8.0,638,1,0,0,0,1,0,1,0,0,0,0,0
41.0,1,2,127355.0,19,21000.0,10.25,0.16,15.0,686,0,1,0,0,0,0,0,0,0,0,1,0
23.0,1,0,65464.0,3,1600.0,12.42,0.02,4.0,642,1,0,0,0,1,0,1,0,0,0,0,0
29.0,0,3,78910.0,4,6000.0,11.14,0.08,10.0,643,1,0,0,0,1,0,0,0,0,0,1,0
28.0,1,2,121074.0,4,13000.0,8.59,0.11,7.0,636,1,1,0,0,0,0,0,0,0,1,0,0
24.0,1,2,65775.0,1,8502.0,10.82,0.13,4.0,627,1,1,0,0,0,0,0,0,1,0,0,0
30.0,0,2,45942.0,5,1513.0,9.42,0.03,7.0,597,1,0,0,0,1,1,0,0,0,0,0,0
29.0,1,3,85192.0,3,8000.0,12.53,0.09,5.0,641,0,0,0,0,1,0,0,0,0,1,0,0
28.0,1,0,67987.0,5,8400.0,7.51,0.12,6.0,611,0,1,0,0,0,0,1,0,0,0,0,0
29.0,0,2,67634.0,7,7000.0,10.28,0.1,6.0,622,1,0,0,0,1,0,0,1,0,0,0,0
24.0,1,2,87367.0,5,7000.0,7.98,0.08,2.0,682,0,0,0,0,1,0,0,0,0,1,0,0
23.0,1,0,48749.0,0,6000.0,8.33,0.12,3.0,547,1,0,0,0,1,1,0,0,0,0,0,0
23.0,1,3,35393.0,0,6000.0,11.01,0.17,3.0,622,1,0,0,0,1,0,0,0,1,0,0,0
27.0,1,0,63446.0,5,10000.0,7.29,0.16,7.0,628,1,1,0,0,0,0,0,0,0,1,0,0
28.0,0,2,85190.0,6,7200.0,11.83,0.08,10.0,686,1,1,0,0,0,0,0,1,0,0,0,0
27.0,1,3,42701.0,6,6000.0,11.87,0.14,10.0,663,0,0,0,0,1,0,0,0,1,0,0,0
40.0,0,0,42980.0,16,2000.0,6.91,0.05,14.0,596,1,0,0,0,1,0,0,0,1,0,0,0
30.0,1,1,42061.0,5,4000.0,10.95,0.1,9.0,664,1,0,0,0,1,0,0,0,0,1,0,0
24.0,1,2,59429.0,0,10000.0,13.85,0.17,4.0,603,0,0,0,0,1,0,0,0,0,1,0,0
39.0,1,0,101992.0,15,4000.0,9.63,0.04,12.0,504,1,1,0,0,0,0,1,0,0,0,0,0
25.0,1,2,81160.0,2,7000.0,8.94,0.09,3.0,686,1,1,0,0,0,0,1,0,0,0,0,0
29.0,1,2,112889.0,5,20000.0,16.82,0.18,8.0,652,1,1,0,0,0,0,0,0,0,1,0,0
21.0,0,0,51931.0,0,2500.0,11.01,0.05,4.0,471,1,0,0,0,1,1,0,0,0,0,0,0
25.0,0,3,90903.0,0,15000.0,9.63,0.17,3.0,640,1,1,0,0,0,1,0,0,0,0,0,0
47.0,1,3,102977.0,23,8000.0,7.55,0.08,21.0,610,1,1,0,0,0,0,0,1,0,0,0,0
30.0,0,0,144996.0,6,7500.0,15.65,0.05,5.0,514,1,1,0,0,0,0,0,0,0,0,1,0
28.0,1,3,139976.0,2,25000.0,12.18,0.18,10.0,632,1,1,0,0,0,0,0,0,1,0,0,0
29.0,1,1,103403.0,8,10000.0,7.88,0.1,10.0,583,0,1,0,0,0,0,0,1,0,0,0,0
30.0,1,2,73030.0,9,6395.0,11.77,0.09,9.0,590,1,0,0,0,1,1,0,0,0,0,0,0
23.0,1,3,70089.0,1,4000.0,5.42,0.06,2.0,564,1,1,0,0,0,1,0,0,0,0,0,0
26.0,0,4,100786.0,6,25000.0,11.01,0.25,3.0,730,1,1,0,0,0,1,0,0,0,0,0,0
22.0,0,1,46929.0,0,1000.0,5.79,0.02,2.0,630,1,1,0,0,0,0,0,0,0,1,0,0
23.0,0,1,69565.0,0,17500.0,14.09,0.25,3.0,689,1,1,0,0,0,0,1,0,0,0,0,0
35.0,1,2,112694.0,12,12000.0,9.99,0.11,5.0,675,0,0,0,0,1,0,1,0,0,0,0,0
23.0,1,2,25937.0,0,3000.0,12.68,0.12,2.0,648,1,0,0,0,1,1,0,0,0,0,0,0
33.0,0,2,15104.0,9,1500.0,11.83,0.1,6.0,653,0,0,0,0,1,0,0,0,1,0,0,0
23.0,0,0,35205.0,2,7000.0,7.49,0.2,4.0,588,1,0,0,0,1,0,0,0,1,0,0,0
29.0,0,0,42248.0,9,5600.0,13.49,0.13,7.0,667,1,0,0,0,1,0,1,0,0,0,0,0
25.0,0,1,73034.0,3,8000.0,11.01,0.11,3.0,705,0,1,0,0,0,0,1,0,0,0,0,0
24.0,1,1,63270.0,3,1205.0,13.95,0.02,2.0,604,1,1,0,0,0,0,0,0,0,0,1,0
23.0,0,2,58334.0,1,8000.0,12.99,0.14,4.0,663,1,0,0,0,1,1,0,0,0,0,0,0
25.0,1,3,55055.0,5,10000.0,12.69,0.18,2.0,683,0,0,0,0,1,0,0,0,1,0,0,0
32.0,1,0,31071.0,7,9175.0,10.99,0.3,10.0,596,1,0,0,1,0,0,0,0,1,0,0,0
34.0,0,1,47715.0,10,2400.0,8.9,0.05,6.0,624,1,1,0,0,0,1,0,0,0,0,0,0
29.0,0,2,63473.0,5,5000.0,10.99,0.08,9.0,670,1,0,0,0,1,0,0,0,0,1,0,0
26.0,1,2,95182.0,1,10000.0,8.94,0.11,4.0,618,1,0,0,0,1,0,0,0,1,0,0,0
31.0,0,2,57330.0,7,20000.0,13.49,0.35,5.0,649,0,1,0,0,0,0,0,0,1,0,0,0
24.0,0,3,93846.0,2,6150.0,5.99,0.07,4.0,653,0,0,0,0,1,1,0,0,0,0,0,0
26.0,0,0,65919.0,2,6600.0,11.97,0.1,4.0,601,0,0,0,0,1,0,0,0,0,1,0,0
26.0,1,3,24756.0,8,500.0,11.41,0.02,2.0,659,0,0,0,0,1,0,0,0,1,0,0,0
37.0,1,1,106689.0,13,14250.0,11.89,0.13,14.0,635,0,1,0,0,0,0,1,0,0,0,0,0
24.0,0,2,77783.0,2,15000.0,11.84,0.19,3.0,617,1,1,0,0,0,0,0,1,0,0,0,0
33.0,1,2,360931.0,9,25000.0,14.42,0.07,7.0,589,1,0,0,1,0,0,0,0,1,0,0,0
25.0,1,1,52703.0,3,1200.0,8.49,0.02,2.0,612,0,0,0,0,1,0,0,0,1,0,0,0
23.0,0,0,75597.0,0,4200.0,5.42,0.06,3.0,633,1,0,0,0,1,0,0,0,1,0,0,0
23.0,1,1,221559.0,2,2500.0,11.83,0.01,2.0,583,1,0,0,1,0,0,1,0,0,0,0,0
23.0,1,2,58407.0,0,8000.0,12.99,0.14,4.0,663,0,0,0,0,1,0,0,0,0,0,1,0
36.0,0,0,180811.0,9,10000.0,10.34,0.06,15.0,610,0,1,0,0,0,0,1,0,0,0,0,0
23.0,0,0,47192.0,0,5000.0,10.8,0.11,4.0,696,1,0,0,0,1,0,0,0,0,1,0,0
30.0,1,3,120900.0,8,1000.0,10.23,0.01,7.0,596,0,0,0,0,1,0,0,0,0,1,0,0
23.0,0,0,24016.0,2,2877.0,8.23,0.12,3.0,671,0,0,0,1,0,0,0,0,0,1,0,0
27.0,1,3,132957.0,7,2500.0,8.07,0.02,10.0,647,0,1,0,0,0,0,0,1,0,0,0,0
34.0,0,1,64389.0,13,9600.0,8.94,0.15,10.0,669,1,0,0,1,0,0,0,1,0,0,0,0
31.0,1,0,84931.0,11,5000.0,11.71,0.06,6.0,642,1,1,0,0,0,0,0,0,0,1,0,0
26.0,1,2,68398.0,4,12000.0,11.89,0.18,3.0,665,1,1,0,0,0,0,0,0,1,0,0,0
24.0,0,0,37244.0,1,6500.0,10.99,0.17,3.0,589,1,0,0,0,1,0,0,0,0,0,1,0
24.0,1,2,105196.0,5,7489.0,11.19,0.07,4.0,695,1,1,0,0,0,1,0,0,0,0,0,0
32.0,1,3,79240.0,10,5500.0,7.51,0.07,7.0,651,0,1,0,0,0,1,0,0,0,0,0,0
24.0,1,2,50285.0,4,6000.0,8.9,0.12,3.0,660,0,0,0,0,1,0,1,0,0,0,0,0
25.0,1,2,85053.0,3,12000.0,8.9,0.14,2.0,616,1,0,0,0,1,0,0,0,0,0,1,0
22.0,1,1,112859.0,0,7000.0,9.63,0.06,2.0,674,1,1,0,0,0,0,0,0,0,1,0,0
22.0,1,1,48647.0,2,4000.0,12.69,0.08,4.0,649,0,0,0,0,1,0,0,0,0,1,0,0
40.0,0,2,82360.0,16,7000.0,7.51,0.08,11.0,684,1,0,0,0,1,0,0,1,0,0,0,0
23.0,0,1,96867.0,0,22000.0,10.65,0.23,2.0,627,0,1,0,0,0,0,0,0,0,0,1,0
27.0,0,2,61019.0,3,8000.0,7.9,0.13,8.0,695,0,0,0,0,1,0,1,0,0,0,0,0
32.0,0,2,35305.0,10,7000.0,7.51,0.2,10.0,708,0,0,0,0,1,0,0,0,1,0,0,0
26.0,1,2,60933.0,3,13000.0,11.01,0.21,4.0,585,1,0,0,0,1,0,0,1,0,0,0,0
32.0,1,1,51052.0,9,5800.0,9.32,0.11,10.0,653,0,0,0,0,1,1,0,0,0,0,0,0
32.0,0,1,88167.0,11,4000.0,5.42,0.05,10.0,692,0,1,0,0,0,0,0,1,0,0,0,0
22.0,1,0,46771.0,0,4100.0,11.49,0.09,4.0,583,1,0,0,0,1,0,0,0,1,0,0,0
46.0,1,1,87513.0,23,17000.0,8.88,0.19,14.0,678,0,0,0,0,1,0,0,1,0,0,0,0
26.0,0,2,44105.0,7,10200.0,12.69,0.23,4.0,550,1,0,0,0,1,0,0,0,0,1,0,0
33.0,1,2,41686.0,9,6000.0,11.01,0.14,9.0,695,1,0,0,0,1,0,1,0,0,0,0,0
27.0,0,2,83749.0,3,2000.0,6.99,0.02,5.0,530,1,0,0,0,1,0,0,0,1,0,0,0
25.0,0,1,120810.0,5,25000.0,11.48,0.21,3.0,648,0,1,0,0,0,0,0,1,0,0,0,0
31.0,1,2,51422.0,6,12000.0,10.99,0.23,9.0,638,1,0,0,0,1,0,0,0,1,0,0,0
25.0,1,0,69803.0,5,10400.0,11.66,0.15,4.0,522,1,0,0,0,1,0,0,0,0,1,0,0
24.0,0,3,76857.0,0,5000.0,9.32,0.07,4.0,621,1,0,0,0,1,0,1,0,0,0,0,0
23.0,1,0,100446.0,0,12000.0,9.08,0.12,4.0,534,1,0,0,0,1,1,0,0,0,0,0,0
30.0,0,1,144783.0,6,18384.0,9.76,0.13,9.0,656,0,1,0,0,0,0,0,0,0,1,0,0
25.0,0,0,60878.0,0,13000.0,12.13,0.21,3.0,515,1,0,0,0,1,0,0,0,1,0,0,0
26.0,0,2,20638.0,6,2400.0,12.23,0.12,3.0,576,1,0,0,0,1,0,0,0,1,0,0,0
26.0,0,3,130639.0,4,8000.0,5.42,0.06,4.0,683,1,1,0,0,0,0,0,1,0,0,0,0
25.0,1,3,73934.0,4,12000.0,11.23,0.16,4.0,674,0,0,0,0,1,0,0,0,0,0,1,0
24.0,0,0,48971.0,4,6000.0,11.01,0.12,3.0,635,1,0,0,0,1,0,0,0,1,0,0,0
27.0,1,0,129203.0,4,35000.0,9.63,0.27,7.0,680,0,1,0,0,0,0,0,0,0,0,1,0
24.0,1,1,116992.0,0,14000.0,17.19,0.12,4.0,655,1,1,0,0,0,0,1,0,0,0,0,0
24.0,1,3,67095.0,5,10000.0,14.36,0.15,3.0,627,1,0,0,0,1,0,0,0,0,0,1,0
27.0,0,0,47305.0,6,7000.0,7.51,0.15,6.0,543,1,0,0,0,1,0,0,0,1,0,0,0
27.0,1,1,130701.0,4,10000.0,10.06,0.08,5.0,543,1,1,0,0,0,0,0,0,0,0,1,0
27.0,1,0,72913.0,8,5000.0,9.63,0.07,6.0,630,0,1,0,0,0,0,0,0,0,1,0,0
25.0,0,0,39486.0,1,8000.0,13.03,0.2,3.0,655,1,0,0,0,1,0,0,0,1,0,0,0
24.0,1,1,60719.0,0,15000.0,9.99,0.25,3.0,685,0,1,0,0,0,0,1,0,0,0,0,0
29.0,1,2,68148.0,7,5000.0,11.01,0.07,10.0,550,1,1,0,0,0,0,0,0,0,1,0,0
25.0,0,0,115059.0,0,5000.0,10.98,0.04,4.0,626,1,1,0,0,0,0,0,0,0,1,0,0
28.0,0,2,51434.0,2,6400.0,5.79,0.12,6.0,650,1,0,0,0,1,0,0,0,1,0,0,0
31.0,0,2,28765.0,7,4500.0,5.79,0.16,9.0,669,0,0,0,1,0,0,0,0,0,1,0,0
22.0,0,2,61207.0,0,10000.0,13.57,0.16,3.0,586,1,0,0,0,1,0,1,0,0,0,0,0
36.0,1,1,59578.0,17,12000.0,13.99,0.2,13.0,608,1,0,0,0,1,0,0,0,1,0,0,0
25.0,1,1,51359.0,1,5000.0,7.51,0.1,3.0,558,1,0,0,0,1,0,0,0,1,0,0,0
33.0,1,1,69212.0,9,15000.0,10.39,0.22,7.0,660,1,1,0,0,0,0,1,0,0,0,0,0
29.0,0,2,63785.0,4,10800.0,14.27,0.17,5.0,637,0,0,0,0,1,1,0,0,0,0,0,0
23.0,0,1,96691.0,0,7000.0,7.37,0.07,2.0,573,0,1,0,0,0,1,0,0,0,0,0,0
35.0,0,4,180779.0,13,10000.0,7.9,0.06,9.0,714,1,1,0,0,0,0,0,1,0,0,0,0
37.0,0,4,59285.0,13,5000.0,10.54,0.08,12.0,665,1,0,0,0,1,0,0,0,0,0,1,0
27.0,0,4,102785.0,7,9000.0,10.36,0.09,5.0,647,1,0,0,0,1,0,0,1,0,0,0,0
21.0,0,2,69543.0,2,8000.0,10.65,0.12,3.0,632,0,0,0,1,0,0,0,0,0,1,0,0
29.0,0,2,124608.0,5,4500.0,7.29,0.04,6.0,606,1,1,0,0,0,0,0,0,1,0,0,0
34.0,0,2,99614.0,13,6000.0,8.9,0.06,5.0,688,1,0,0,0,1,0,0,0,1,0,0,0
38.0,1,1,73109.0,13,10000.0,7.51,0.14,13.0,616,1,0,0,0,1,0,0,0,0,0,1,0
31.0,1,2,25363.0,9,5000.0,11.83,0.2,5.0,718,1,0,0,1,0,0,0,0,0,0,1,0
26.0,0,1,60877.0,5,10000.0,6.91,0.16,2.0,651,1,0,0,0,1,0,0,1,0,0,0,0
31.0,1,3,104646.0,11,25000.0,13.57,0.24,9.0,613,1,0,0,1,0,0,0,0,0,0,1,0
30.0,0,3,180922.0,9,7925.0,11.77,0.04,10.0,679,1,1,0,0,0,0,1,0,0,0,0,0
36.0,0,0,96763.0,17,6000.0,11.48,0.06,10.0,621,1,1,0,0,0,0,0,0,0,0,1,0
